WAREHOUSE,3,1048576,2.86102294921875E-6
VEHICLE-COMMERCIAL,44,1048576,4.1961669921875E-5
VEHICLE,NON-COMMERCIAL,12,1048576,1.1444091796875E-5
VEHICLE,-,OTHER,RIDE,SERVICE,9,1048576,8.58306884765625E-6
VEHICLE,-,DELIVERY,TRUCK,3,1048576,2.86102294921875E-6
VEHICLE,-,COMMERCIAL:,ENTERTAINMENT,/,PARTY,BUS,1,1048576,9.5367431640625E-7
VEHICLE,-,COMMERCIAL,1,1048576,9.5367431640625E-7
TRUE,215373,1048576,0.20539569854736328
TAXICAB,1,1048576,9.5367431640625E-7
STREET,84,1048576,8.0108642578125E-5
SMALL,RETAIL,STORE,24,1048576,2.288818359375E-5
RESTAURANT,1,1048576,9.5367431640625E-7
RESIDENCE-GARAGE,1,1048576,9.5367431640625E-7
RESIDENCE,11,1048576,1.049041748046875E-5
PARKING,LOT/GARAGE(NON.RESID.),91,1048576,8.678436279296875E-5
PARKING,LOT,/,GARAGE,(NON,RESIDENTIAL),8,1048576,7.62939453125E-6
PARK,PROPERTY,1,1048576,9.5367431640625E-7
OTHER,COMMERCIAL,TRANSPORTATION,35,1048576,3.337860107421875E-5
OTHER,(SPECIFY),26,1048576,2.47955322265625E-5
OTHER,382,1048576,3.643035888671875E-4
MHOME"",111,1048576,1.0585784912109375E-4
GAS,STATION,1,1048576,9.5367431640625E-7
FALSE,810295,1048576,0.7727575302124023
DEPARTMENT,STORE,1,1048576,9.5367431640625E-7
COMMERCIAL,/,BUSINESS,OFFICE,169,1048576,1.6117095947265625E-4
Arrest,1,1048576,9.5367431640625E-7
AUTO,/,BOAT,/,RV,DEALERSHIP,3,1048576,2.86102294921875E-6
APARTMENT,6,1048576,5.7220458984375E-6
AIRPORT/AIRCRAFT,23,1048576,2.193450927734375E-5
AIRPORT,VENDING,ESTABLISHMENT,228,1048576,2.17437744140625E-4
AIRPORT,TERMINAL,LOWER,LEVEL,-,SECURE,AREA,1,1048576,9.5367431640625E-7
AIRPORT,TERMINAL,LOWER,LEVEL,-,NON-SECURE,AREA,2,1048576,1.9073486328125E-6
AIRPORT,PARKING,LOT,15,1048576,1.430511474609375E-5
AIRPORT,EXTERIOR,-,SECURE,AREA,1,1048576,9.5367431640625E-7
AIRPORT,EXTERIOR,-,NON-SECURE,AREA,42,1048576,4.00543212890625E-5
AIRPORT,BUILDING,NON-TERMINAL,-,NON-SECURE,AREA,68,1048576,6.4849853515625E-5
""VEHICLE,-,OTHER,RIDE,SHARE,SERVICE,(E.G.,2,1048576,1.9073486328125E-6
""SCHOOL,1,1048576,9.5367431640625E-7
,UBER,231,1048576,2.2029876708984375E-4
,PUBLIC,15665,1048576,0.014939308166503906
,PRIVATE,2577,1048576,0.0024576187133789062
,MOTOR,HOME"",1019,1048576,9.717941284179688E-4
,MOBILE,HOME"",10,1048576,9.5367431640625E-6
,FEET,1041,1048576,9.927749633789062E-4
,BIKE,WITH,VIN"",150,1048576,1.430511474609375E-4
,BIKE,W-VIN"",755,1048576,7.200241088867188E-4
,BIKE,NO,VIN"",47,1048576,4.482269287109375E-5
