NULL,2673
0,2
3,2
6,1
11,3
15,1
2001,3438
2002,15367
2003,4670
2004,3015
2005,4589
2006,3366
2007,2160
2008,7709
2009,7329
2010,1167
2011,1387
2012,1580
2013,1881
2014,3481
2015,212294
2016,262111
2017,202038
2018,6651
2019,167181
2020,114254
1098141,1
1100658,3
1103922,1
1105943,1
1106400,1
1107470,1
1116901,2
1116984,1
1116985,1
1117734,1
1117803,1
1118085,10
1118471,1
1118477,1
1119022,1
1120086,1
1120421,2
1121066,1
1121401,6
1121447,1
1122373,1
1124166,1
1124309,1
1124454,1
1124686,1
1124806,1
1125218,2
1125284,3
1125425,1
1125477,1
1125480,1
1125516,2
1125731,1
1125765,1
1125809,27
1125810,1
1126018,1
1126019,7
1126024,1
1126232,1
1126256,7
1126389,1
1126461,1
1126847,1
1127353,1
1127364,3
1127365,1
1127392,8
1127656,1
1127667,1
1127764,1
1127853,1
1127914,1
1127987,1
1128116,1
1128168,1
1128280,1
1128301,1
1128305,1
1128492,1
1128677,1
1128775,1
1128939,1
1129028,7
1129158,2
1129225,1
1129298,1
1129484,1
1129583,1
1129719,7
1129796,17
1129829,1
1129851,1
1129854,1
1129907,2
1129914,1
1129968,1
1130066,1
1130076,2
1130117,1
1130264,6
1130265,1
1130294,12
1130377,1
1130473,1
1130520,1
1130585,1
1130600,12
1130603,1
1130886,1
1130901,1
1131031,1
1131083,1
1131102,1
1131148,1
1131172,1
1131197,17
1131205,1
1131341,1
1131407,2
1131510,3
1131521,1
1131529,1
1131583,141
1131656,1
1131763,1
1131829,2
1131955,9
1132103,2
1132128,1
1132192,2
1132197,1
1132289,1
1132420,1
1132508,1
1132750,4
1132814,1
1132905,19
1132935,1
1132950,1
1132953,2
1132971,2
1133031,1
1133127,5
1133240,1
1133286,1
1133335,1
1133433,1
1133440,2
1133512,1
1133562,1
1133689,1
1133774,12
1133853,1
1133880,99
1133897,1
1133902,1
1134085,26
1134109,1
1134119,1
1134125,1
1134206,1
1134218,1
1134229,1
1134238,1
1134240,1
1134241,26
1134325,1
1134434,1
1134458,1
1134620,1
1134633,1
1134661,1
1134677,3
1134678,2
1134772,1
1134833,1
1134900,6
1135074,2
1135086,1
1135098,1
1135110,135
1135112,1
1135161,3
1135224,1
1135235,1
1135285,1
1135351,1
1135355,3
1135383,1
1135419,1
1135450,5
1135476,1
1135479,1
1135551,1
1135552,27
1135555,1
1135593,2
1135721,1
1135778,34
1135817,1
1135825,1
1135882,3
1135902,1
1135967,1
1136012,1
1136045,2
1136071,2
1136097,1
1136098,7
1136123,1
1136128,8
1136139,1
1136146,1
1136171,2
1136264,1
1136278,1
1136356,1
1136403,1
1136406,12
1136461,1
1136510,1
1136533,1
1136568,1
1136573,1
1136612,1
1136624,1
1136672,1
1136687,1
1136695,1
1136714,1
1136830,14
1136850,1
1136908,2
1136920,2
1136938,1
1136944,1
1136979,1
1137062,1
1137102,1
1137161,1
1137170,1
1137212,1
1137257,1
1137313,1
1137425,1
1137454,1
1137457,1
1137510,8
1137511,1
1137518,11
1137538,16
1137607,1
1137641,6
1137643,1
1137693,2
1137699,1
1137717,1
1137757,14
1137760,1
1137768,1
1137793,1
1137842,1
1137935,1
1137971,1
1138058,1
1138083,1
1138101,1
1138111,1
1138129,1
1138142,1
1138146,1
1138158,1
1138160,1
1138221,1
1138238,37
1138296,1
1138330,1
1138340,1
1138403,2
1138405,1
1138406,64
1138434,1
1138467,1
1138505,1
1138512,1
1138518,7
1138531,1
1138552,41
1138565,1
1138575,1
1138589,1
1138593,2
1138620,1
1138636,61
1138645,1
1138681,14
1138725,1
1138757,1
1138815,1
1138819,1
1138827,1
1138841,36
1138876,11
1138886,1
1138892,15
1138893,1
1139002,2
1139022,1
1139058,1
1139059,1
1139071,1
1139083,1
1139122,1
1139131,2
1139134,1
1139153,1
1139165,1
1139231,1
1139262,1
1139267,1
1139278,4
1139308,1
1139389,1
1139399,1
1139435,1
1139459,32
1139472,1
1139497,1
1139512,1
1139575,3
1139585,4
1139622,1
1139663,1
1139666,1
1139725,1
1139810,1
1139817,1
1139841,18
1139872,1
1139901,1
1139908,22
1139946,1
1139963,1
1139981,1
1139997,19
1140020,1
1140025,1
1140035,38
1140037,1
1140067,1
1140089,1
1140118,1
1140131,1
1140135,1
1140138,1
1140229,1
1140242,1
1140252,1
1140263,1
1140280,1
1140377,5
1140463,1
1140494,7
1140517,1
1140542,25
1140551,1
1140627,1
1140644,1
1140738,1
1140749,1
1140791,7
1140804,1
1140813,1
1140862,1
1140869,1
1140884,1
1140886,53
1140894,1
1140898,11
1140910,6
1140968,1
1141018,2
1141027,27
1141180,1
1141185,1
1141226,1
